date,Year,DOY,Plot,rotation,N2O_(g_N/ha/d)
7/26/2018,2018,207,P1,Conventional,15.19968845
7/26/2018,2018,207,P2,Conventional,15.98265907
7/26/2018,2018,207,P3,Diverse,-5.54060045
7/26/2018,2018,207,P4,Diverse,23.88939955
7/27/2018,2018,208,P1,Conventional,13.08021264
7/27/2018,2018,208,P2,Conventional,-3.08278051
7/27/2018,2018,208,P3,Diverse,8.41342464
7/27/2018,2018,208,P4,Diverse,10.36882166
7/28/2018,2018,209,P1,Conventional,-14.15805782
7/28/2018,2018,209,P2,Conventional,-13.55774458
7/28/2018,2018,209,P3,Diverse,3.99811507
7/28/2018,2018,209,P4,Diverse,-14.04921456
7/29/2018,2018,210,P1,Conventional,11.82703939
7/29/2018,2018,210,P2,Conventional,19.77300029
7/29/2018,2018,210,P3,Diverse,27.00491789
7/29/2018,2018,210,P4,Diverse,2.05214688
7/30/2018,2018,211,P1,Conventional,-17.42723942
7/30/2018,2018,211,P2,Conventional,11.34258077
7/30/2018,2018,211,P3,Diverse,52.44526138
7/30/2018,2018,211,P4,Diverse,6.52133981
7/31/2018,2018,212,P1,Conventional,25.75218269
7/31/2018,2018,212,P2,Conventional,19.54018426
7/31/2018,2018,212,P3,Diverse,13.30357565
7/31/2018,2018,212,P4,Diverse,23.59114589
8/1/2018,2018,213,P1,Conventional,-17.36750419
8/1/2018,2018,213,P2,Conventional,4.10259946
8/1/2018,2018,213,P3,Diverse,6.74128224
8/1/2018,2018,213,P4,Diverse,-7.16905296
8/2/2018,2018,214,P1,Conventional,15.5880936
8/2/2018,2018,214,P2,Conventional,-2.54116915
8/2/2018,2018,214,P3,Diverse,59.14388275
8/2/2018,2018,214,P4,Diverse,9.26018352
8/3/2018,2018,215,P1,Conventional,2.3893151
8/3/2018,2018,215,P2,Conventional,4.24826899
8/3/2018,2018,215,P3,Diverse,3.39216509
8/3/2018,2018,215,P4,Diverse,8.23158115
8/4/2018,2018,216,P1,Conventional,33.28854451
8/4/2018,2018,216,P2,Conventional,14.93327578
8/4/2018,2018,216,P3,Diverse,2.62197302
8/4/2018,2018,216,P4,Diverse,17.27476589
8/5/2018,2018,217,P1,Conventional,-12.8351641
8/5/2018,2018,217,P2,Conventional,10.11531888
8/5/2018,2018,217,P3,Diverse,33.32839738
8/5/2018,2018,217,P4,Diverse,7.84375747
8/6/2018,2018,218,P1,Conventional,-22.98421008
8/6/2018,2018,218,P2,Conventional,30.64792378
8/6/2018,2018,218,P3,Diverse,3.08225434
8/6/2018,2018,218,P4,Diverse,-2.13927523
8/7/2018,2018,219,P1,Conventional,24.50805293
8/7/2018,2018,219,P2,Conventional,18.17634038
8/7/2018,2018,219,P3,Diverse,9.79125322
8/7/2018,2018,219,P4,Diverse,14.91562598
8/8/2018,2018,220,P1,Conventional,17.32899398
8/8/2018,2018,220,P2,Conventional,18.05912582
8/8/2018,2018,220,P3,Diverse,6.88103251
8/8/2018,2018,220,P4,Diverse,18.94280342
8/9/2018,2018,221,P1,Conventional,-7.03033603
8/9/2018,2018,221,P2,Conventional,7.43055206
8/9/2018,2018,221,P3,Diverse,20.75578474
8/9/2018,2018,221,P4,Diverse,-0.81118454
8/10/2018,2018,222,P1,Conventional,20.88335347
8/10/2018,2018,222,P2,Conventional,17.24569402
8/10/2018,2018,222,P3,Diverse,11.46915936
8/10/2018,2018,222,P4,Diverse,12.56003712
8/11/2018,2018,223,P1,Conventional,44.6403744
8/11/2018,2018,223,P2,Conventional,13.2796057
8/11/2018,2018,223,P3,Diverse,-14.96805696
8/11/2018,2018,223,P4,Diverse,-8.7194016
8/12/2018,2018,224,P1,Conventional,3.9428208
8/12/2018,2018,224,P2,Conventional,9.7306393
8/12/2018,2018,224,P3,Diverse,-2.76743261
8/12/2018,2018,224,P4,Diverse,3.7309343
8/13/2018,2018,225,P1,Conventional,-2.8265449
8/13/2018,2018,225,P2,Conventional,-19.43379734
8/13/2018,2018,225,P3,Diverse,15.06431347
8/13/2018,2018,225,P4,Diverse,-6.51469997
8/14/2018,2018,226,P1,Conventional,26.61976915
8/14/2018,2018,226,P2,Conventional,4.1743728
8/14/2018,2018,226,P3,Diverse,39.67957843
8/14/2018,2018,226,P4,Diverse,13.99642416
8/15/2018,2018,227,P1,Conventional,49.69833754
8/15/2018,2018,227,P2,Conventional,28.18765872
8/15/2018,2018,227,P3,Diverse,10.10461651
8/15/2018,2018,227,P4,Diverse,48.34168646
8/16/2018,2018,228,P1,Conventional,59.42376259
8/16/2018,2018,228,P2,Conventional,38.61931738
8/16/2018,2018,228,P3,Diverse,26.95812019
8/16/2018,2018,228,P4,Diverse,31.39980595
8/17/2018,2018,229,P1,Conventional,7.2945049
8/17/2018,2018,229,P2,Conventional,20.34258365
8/17/2018,2018,229,P3,Diverse,6.74037245
8/17/2018,2018,229,P4,Diverse,4.97297405
8/18/2018,2018,230,P1,Conventional,0.53836531
8/18/2018,2018,230,P2,Conventional,4.92537888
8/18/2018,2018,230,P3,Diverse,21.10003776
8/18/2018,2018,230,P4,Diverse,4.80077453
8/19/2018,2018,231,P1,Conventional,32.07760704
8/19/2018,2018,231,P2,Conventional,4.77036346
8/19/2018,2018,231,P3,Diverse,10.4863153
8/19/2018,2018,231,P4,Diverse,4.31061005
8/20/2018,2018,232,P1,Conventional,-1.58403341
8/20/2018,2018,232,P2,Conventional,1.19073283
8/20/2018,2018,232,P3,Diverse,8.2741919
8/20/2018,2018,232,P4,Diverse,-3.53868739
8/21/2018,2018,233,P1,Conventional,-13.38434496
8/21/2018,2018,233,P2,Conventional,-4.19102726
8/21/2018,2018,233,P3,Diverse,21.2979145
8/21/2018,2018,233,P4,Diverse,-0.91750061
8/22/2018,2018,234,P1,Conventional,24.9575256
8/22/2018,2018,234,P2,Conventional,11.16960019
8/22/2018,2018,234,P3,Diverse,45.71726141
8/22/2018,2018,234,P4,Diverse,5.66712461
8/23/2018,2018,235,P1,Conventional,24.88656701
8/23/2018,2018,235,P2,Conventional,0.6445872
8/23/2018,2018,235,P3,Diverse,7.26814598
8/23/2018,2018,235,P4,Diverse,-1.0600079
8/24/2018,2018,236,P1,Conventional,-16.28860061
8/24/2018,2018,236,P2,Conventional,-2.77155562
8/24/2018,2018,236,P3,Diverse,8.0814335
8/24/2018,2018,236,P4,Diverse,5.74392989
8/25/2018,2018,237,P1,Conventional,0.60495898
8/25/2018,2018,237,P2,Conventional,13.68806083
8/25/2018,2018,237,P3,Diverse,20.43086198
8/25/2018,2018,237,P4,Diverse,3.92068339
8/26/2018,2018,238,P1,Conventional,-9.75283718
8/26/2018,2018,238,P2,Conventional,-10.0443551
8/26/2018,2018,238,P3,Diverse,-5.43560112
8/26/2018,2018,238,P4,Diverse,10.48431773
8/27/2018,2018,239,P1,Conventional,0.83320704
8/27/2018,2018,239,P2,Conventional,-8.50540954
8/27/2018,2018,239,P3,Diverse,-8.81132429
8/27/2018,2018,239,P4,Diverse,-11.29984042
8/28/2018,2018,240,P1,Conventional,17.86057085
8/28/2018,2018,240,P2,Conventional,7.09399728
8/28/2018,2018,240,P3,Diverse,5.85522173
8/28/2018,2018,240,P4,Diverse,2.05805664
8/29/2018,2018,241,P1,Conventional,-17.30202422
8/29/2018,2018,241,P2,Conventional,3.49864358
8/29/2018,2018,241,P3,Diverse,44.7254041
8/29/2018,2018,241,P4,Diverse,-10.54859933
8/30/2018,2018,242,P1,Conventional,13.93887917
8/30/2018,2018,242,P2,Conventional,11.0137631
8/30/2018,2018,242,P3,Diverse,24.84347242
8/30/2018,2018,242,P4,Diverse,27.43405805
8/31/2018,2018,243,P1,Conventional,14.13418637
8/31/2018,2018,243,P2,Conventional,3.28592592
8/31/2018,2018,243,P3,Diverse,22.77204192
8/31/2018,2018,243,P4,Diverse,9.0639
9/1/2018,2018,244,P1,Conventional,-1.74480134
9/1/2018,2018,244,P2,Conventional,6.62265504
9/1/2018,2018,244,P3,Diverse,32.8910544
9/1/2018,2018,244,P4,Diverse,-1.91652998
9/2/2018,2018,245,P1,Conventional,-11.27859466
9/2/2018,2018,245,P2,Conventional,5.27936918
9/2/2018,2018,245,P3,Diverse,-1.36741306
9/2/2018,2018,245,P4,Diverse,6.39480874
9/3/2018,2018,246,P1,Conventional,15.55238448
9/3/2018,2018,246,P2,Conventional,5.95330214
9/3/2018,2018,246,P3,Diverse,28.48879469
9/3/2018,2018,246,P4,Diverse,5.70009658
9/4/2018,2018,247,P1,Conventional,3.69241546
9/4/2018,2018,247,P2,Conventional,9.62440358
9/4/2018,2018,247,P3,Diverse,69.6621168
9/4/2018,2018,247,P4,Diverse,15.54950909
9/5/2018,2018,248,P1,Conventional,8.93689805
9/5/2018,2018,248,P2,Conventional,34.5457561
9/5/2018,2018,248,P3,Diverse,29.30251248
9/5/2018,2018,248,P4,Diverse,6.84241862
9/6/2018,2018,249,P1,Conventional,2.96381462
9/6/2018,2018,249,P2,Conventional,-1.02845203
9/6/2018,2018,249,P3,Diverse,13.5619177
9/6/2018,2018,249,P4,Diverse,4.62279917
9/7/2018,2018,250,P1,Conventional,9.62713987
9/7/2018,2018,250,P2,Conventional,6.03149328
9/7/2018,2018,250,P3,Diverse,40.62168144
9/7/2018,2018,250,P4,Diverse,14.75356637
9/8/2018,2018,251,P1,Conventional,-1.96988026
9/8/2018,2018,251,P2,Conventional,-8.72895312
9/8/2018,2018,251,P3,Diverse,20.30497114
9/8/2018,2018,251,P4,Diverse,4.89048538
9/9/2018,2018,252,P1,Conventional,-3.31683984
9/9/2018,2018,252,P2,Conventional,-3.19272278
9/9/2018,2018,252,P3,Diverse,9.21676061
9/9/2018,2018,252,P4,Diverse,-18.13996598
9/10/2018,2018,253,P1,Conventional,5.89595501
9/10/2018,2018,253,P2,Conventional,25.95352493
9/10/2018,2018,253,P3,Diverse,10.73643898
9/10/2018,2018,253,P4,Diverse,11.05803965
9/11/2018,2018,254,P1,Conventional,-11.07227059
9/11/2018,2018,254,P2,Conventional,-4.98982378
9/11/2018,2018,254,P3,Diverse,16.49665094
9/11/2018,2018,254,P4,Diverse,13.06865923
9/12/2018,2018,255,P1,Conventional,21.79181405
9/12/2018,2018,255,P2,Conventional,18.58409741
