elora2007								
87	8.8	0.4	0.07	4.85	18.65	69.23		
88	8.5	-1.7	0.07	3.66	21.82	60.56		
89	10.9	-2.3	0	2.19	15.84	67.45		
90	6.8	1	0	4.61	12.96	68.97		
91	10.5	2	0.7	4.15	11.81	94.71		
92	9.8	1.8	0	5.17	18.47	80.83		
93	7.4	-1.9	1.76	2.56	12.46	88.41		
94	6.4	-6	0.47	6.71	11.2	83.94		
95	-5.5	-8.6	0.06	7.16	13.32	67.17		
96	-6.1	-9.6	0	5.58	9	68.46		
97	-4.8	-8.9	0.06	4.45	7.85	73.79		
98	-2.5	-6	0.07	4.52	7.2	77.75		
99	0.9	-3.8	0.08	3.07	13.75	73.41		
100	2.6	-4.7	0	1.91	23	69.82		
101	2.7	-4.4	0.69	5.7	7.63	83.37		
102	8.4	0	0.42	5.08	5.4	88.2		
103	1.5	-1.5	0	5.99	6.3	79.82		
104	4	-2.8	0	1.91	12.89	76.78		
105	6.1	-0.8	0	5.69	17.06	80.06		
106	5.2	0.4	0	8.1	8.68	86.97		
107	6.5	2.8	0.06	3.59	8.1	83.47		
108	9.5	2.4	0	3.13	6.88	84.14		
109	16.2	2.2	0.07	3.14	24.41	76.74		
110	20.4	-0.2	0.17	1.8	24.41	56.21		
111	20.8	2.2	0.17	1.37	24.52	52.07		
112	23.5	3.8	0.13	3.11	25.49	58.32		
113	22	5.7	1.45	6.04	11.48	78.22		
114	13.9	1.1	0.86	1.82	23.58	68.16		
115	11.4	4.1	0.07	1.5	11.48	72.37		
116	9.7	3.8	1.55	3.78	5.33	90.7		
117	13.9	6.8	0.8	4.57	5.62	88.4		
118	9.6	2.8	0.27	3.04	9.54	87.94		
119	18	2.6	0.25	3.59	27.5	68.03		
120	14	3.2	0.22	3.7	27.5	65.97		
121	9	2.7	0.3	2.99	4.18	83.98		
122	15.7	3.5	0.58	2.05	20.52	69.07		
123	15.8	3.6	0.17	3.1	27.76	56.19		
124	17.2	3.8	0.41	2.83	27.22	54.87		
125	17.4	3.7	0.44	3.91	26.24	56.32		
126	14	0.7	0.3	3.62	28.4	53.77		
127	20.7	-0.7	0.26	2.31	27.61	56.55		
128	27.1	6.2	0.11	3.04	20.66	69.37		
129	23.7	11.6	1.4	1.24	7.42	73.58		
130	19.8	9.5	0.28	2.2	13.61	78.6		
131	23.4	8.2	0.08	3.08	27.61	71.34		
132	14.8	3.1	0.27	3.82	21.49	60.4		
133	16.3	1.8	0.69	1.98	29.77	49.68		
134	16.5	2.6	0.16	3.11	11.59	54.87		
135	26.4	13.5	2.89	4.97	21.56	76.76		
136	13.5	6	0.47	4.17	11.7	80.88		
137	12.9	3.3	0.06	2.16	14.08	70.78		
138	17.7	0.7	0	1.42	30.1	54.69		
139	20.4	2.8	0.15	2.51	22.07	63.12		
140	12.1	2	0	3.54	10.15	80.96		
141	16.9	0.1	0.19	1.27	26.71	54.56		
142	21.1	8	0.06	2.01	24.77	56.05		
143	28.5	8.2	0	2.03	24.48	61.96		
144	29.5	12.1	0	2.58	21.6	61.25		
145	24.8	11.3	0.06	3.32	16.02	72.19		
146	19.6	9.7	0.29	1.47	13.36	56.64		
147	20.6	8.3	0.45	3.79	10.62	83.58		
148	18.8	5.8	0.08	3.06	31.72	61.24		
149	24.4	4.5	0.07	1.43	29.52	60.03		
150	29.2	11	0	1.28	21.35	58.91		
151	28.5	14.7	0.08	1.54	22.54	59.58		
152	26.2	15.4	0	1.99	15.34	59.23		
153	29.9	13.3	0	1.69	20.95	60.32		
154	24.7	15.1	0.23	1.77	13.39	85.42		
155	20.5	14.6	0.32	2.67	8.24	75.26		
156	15.7	6.4	0.07	4.21	13.07	76.48		
157	16.4	4.8	0.07	2.13	28.69	54.2		
158	29.2	7.5	0.06	3.74	26.24	61.06		
159	30.5	8.6	0.13	5.39	15.73	68.35		
160	21.9	6.2	0.11	2.11	31.1	49.93		
161	24.2	6.2	0	0.7	27.11	48.49		
162	25.9	10.9	0	0.97	28.94	47.43		
163	30	15.6	0.07	2.55	27.36	47.86		
164	31.2	16.1	0	2.52	23.29	50.94		
165	24.6	11.1	0	3.26	29.12	52.7		
166	26.4	11.7	0.001	1.58	27.83	51.67		
167	27.4	13	0	2.24	19.73	49.06		
168	26.9	14.3	0	3.09	27.5	51.66		
169	31	11.2	0.07	2.57	23.18	57.64		
170	25.5	11.4	0.82	4.3	11.12	70.41		
171	20.7	8.8	0.12	3.64	31.64	51.48		
172	23.1	10.4	0.06	4.75	30.31	49.59		
173	19.7	7.3	0.07	3.76	29.7	48.5		
174	22.2	4.9	0.09	1.6	30.13	49.38		
175	26.8	9.2	0	2.04	30.67	47.87		
176	30.1	11.7	0	1.65	29.45	47.99		
177	31.5	14.9	0	2.57	23.9	53.56		
178	31.1	19.6	0.13	4.35	20.09	63.23		
179	23.5	9.9	0.13	3.43	22.93	50.74		
180	23.7	8.9	0	1.77	32.22	42.89		
181	23.4	8.2	0	3.48	29.7	43.86		
182	19.5	5.9	0	3	23.08	50.02		
183	22.2	7.6	0.07	1.28	29.27	46.01		
184	24.1	8.9	0	1.61	20.12	42.08		
185	18.4	11.6	0.21	2.49	6.23	70.73		
186	26.5	11	0	2.34	24.88	59.13		
187	27	12.3	0	2.84	30.64	51.68		
188	28.4	10.6	0	3.34	28.91	45.4		
189	28.2	14.6	0.33	4.61	15.59	60.46		
190	30.3	19.1	0.81	3.98	18.36	58.17		
191	30.2	17.6	0.07	3.25	23.87	63.79		
192	22.6	8.6	0.08	4.56	20.45	59.93		
193	22.8	6.8	0.14	3.48	26.1	52.41		
194	21.3	8.3	0	3.17	24.41	55.42		
195	21.1	7.8	0.79	4.01	6.88	63.04		
196	22	9.4	0	2.91	25.13	57.77		
197	24.3	9.6	0	1.69	23.54	51.1		
198	25.1	11	0.06	2.12	12.42	59.42		
199	25.8	13.2	0	1.75	14.76	66.63		
200	26.2	11.6	0.36	2.88	19.98	74.14		
201	21.9	10.7	0	4.45	28.04	59.91		
202	24.7	10.2	0	2.16	25.52	47.26		
203	26.6	9.9	0	1.55	27.07	43.51		
204	27	10.4	0	1.73	20.12	50.35		
205	23.5	14.4	0.25	0.99	15.19	60.68		
206	24.9	13.3	0.13	1.69	18.72	57.33		
207	26.4	13.5	0	2.27	18.79	57.07		
208	26.5	14.6	3.35	1.83	18.79	72.99		
209	27	14.4	0	1.34	21.46	60.58		
210	27.3	14.4	0	2.33	21.31	60.09		
211	28	13.7	0	0.95	29.2	44.66		
212	31	14	0.001	1.29	24.62	48.05		
213	32.1	15.5	0	1.48	25.67	46.55		
214	32.1	16.7	0.35	3.16	23.54	50.52		
215	29.8	13.9	0	3.17	26.82	47.21		
216	26.1	10.2	0.07	1.5	29.3	42.13		
217	27.5	10.9	0	2.93	13.61	51.12		
218	27.3	15.3	0	2.56	14.44	62.04		
219	21.7	14.7	2.68	2.84	3.96	81.85		
220	27.6	15.5	0.06	3.3	22.9	60.88		
221	20.4	15.7	0	2.74	10.62	67.71		
222	26.7	14.2	0	1.92	21.78	55.45		
223	28.2	14.3	0	1.89	26.6	49.52		
224	24.1	12.7	0.16	2.75	14.15	67.8		
225	25	10.5	0.07	3.44	28.01	44.59		
226	24.7	7.8	0.1	3.1	22.57	51.3		
227	24.6	14.9	0	3.04	15.77	53.62		
228	25.7	8.9	0	3.21	18.43	60.7		
229	23.6	5.4	0.1	3.87	20.09	44.91		
230	20.8	6.6	0.06	1.59	21.92	48.29		
231	21.3	7.2	0	0.98	8.24	60.41		
232	16.2	10.3	0.14	4.5	5.58	73.42		
233	15.8	14.2	0.07	4.01	8.42	78.41		
234	23.1	14.7	0	1.63	12.02	76.6		
235	27.6	16.8	0.41	3.28	11.88	83.96		
236	28.7	19.3	0.94	3.65	18.65	72.14		
237	24.7	12.5	0.44	3.84	7.96	80.32		
238	24.3	11	0	1.31	18.76	60		
239	24.9	11.4	0	1.51	23.04	57.6		
240	26.9	11	0	2.09	20.48	55.56		
241	30	15.4	0	2.91	19.84	58.05		
242	23.3	11.2	0	2.93	20.66	57.82		
243	23.8	10	0	2.39	23.18	49.02		
244	23.9	10.1	0	2	21.35	55.06		
245	25.4	7.5	0	2.09	22.5	45.88		
246	27.9	9.9	0	3.23	18.76	53.67		
247	23.1	9.1	0.23	1.18	8.6	50.05		
248	27.7	14	0	2.15	18.72	63.76		
249	32.2	12.2	0.07	3.17	16.92	53.7		
250	29.4	18.1	0.53	6.12	13.61	61.03		
251	26.1	13.9	0	2.51	22.32	53.78		
252	17.5	11.4	0.25	2.38	5.47	82.11		
253	22.5	9.5	0	1.16	12.82	68.6		
254	18.2	9.7	1.21	3.93	13.57	69.97		
255	17.2	5.7	0	3.59	9.79	66.12		
256	19.7	4	0.07	1.97	19.48	64.34		
257	25.9	7.5	0.31	4.56	14.69	66.62		
258	11.9	0.5	0.08	3.53	14.98	63.96		
259	17.2	-0.6	0	1.82	18.65	54.25		
260	19.7	1.7	0	2.14	19.8	54.36		
261	23.9	8	0	2.13	19.48	59.81		
262	28.4	7.9	0	2.61	18.76	60.77		
263	25.3	11.6	0	2.18	19.76	62.46		
264	27.6	10.6	0	2.32	14.87	63.35		
265	22.5	9.8	0	3.9	18.22	54.54		
266	24.8	5.6	0.07	1.62	19.69	49.38		
267	27.6	6.3	0.06	2.18	19.62	47.27		
268	30.7	14.1	1.54	4.17	11.02	67.36		
269	19.9	12	0	2.88	4.68	82.27		
270	18.4	9.1	0	1.24	10.62	79.18		
271	18.1	7.2	0.07	4.04	10.8	72.66		
272	19.6	4.7	0.07	1.4	17.24	63.77		
273	21.8	8.1	0	2.49	14.9	63.42		
274	24.4	9.4	0.06	3.24	10.87	58.58		
275	18.7	14.1	0	2.94	3.6	78.95		
276	22.7	7.7	0.026	4.22	10.69	68.08		
277	25	5.7	0	1.19	17.86	61.9		
278	28.2	10.1	0	1.32	12.06	67.39		
279	28.4	15.2	3.16	2.5	10.12	76.98		
280	19.2	16.1	0.09	1.13	10.8	82.42		
281	29.6	16.7	0	2.79	12.78	75.49		
282	20	9.4	0.13	2.83	11.88	68.56		
283	12.2	6.3	0.16	3.23	6.01	72.23		
284	13.7	5.4	0.046	2.5	8.46	73.73		
285	11	1.1	0.032	3.18	11.45	68.88		
286	9.6	-0.7	0.027	4.13	7.81	67.28		
287	11.2	2.6	0	2.31	9.25	76.23		
288	12.5	2.1	0.07	1.13	3.17	77.71		
289	13.7	6.8	0	3.91	8.06	77.6		
290	19	8.4	0	2.03	8.5	84.9		
291	17.6	8.6	0.12	3.39	7.09	92.01		
292	19.9	12.6	0	6.56	8.28	71.32		
293	16.1	7.1	0	5.99	10.37	62.81		
294	24.3	5.9	0.06	4.64	14.08	57.43		
295	23.4	9	0	3.52	13.43	60.94		
296	15.6	3.1	1.2	2.59	2.59	80.36		
297	12.1	2.6	0	2.57	7.56	71.84		
298	10.9	3.7	0	4.02	10.87	82.05		
299	13.6	6	0.12	2.61	5.33	88.65		
300	13.4	3.1	0.44	5.55	1.55	83.96		
301	7.1	-2.4	0.06	3.37	8.78	67.46		
302	12.2	-2.9	0.06	3.68	11.23	65.39		
303	15.2	0	0	2.71	11.7	72.98		
304	15.6	3.5	0.43	5.77	11.38	66.71		
305	6.6	-2.7	0	3.69	6.05	65.92		
306	9.8	-4.3	0.09	1.63	12.38	70.25		
307	12	-2.6	0.16	1.74	10.66	68.83		
308	8.3	-2.6	0.06	1.87	6.84	78.09		
309	7.8	-3.8	0.73	4.33	4.68	83.18		
310	3.5	-0.4	0.37	6.76	3.78	83.86		
311	1.5	-0.9	0	3.22	4.79	74.22		
312	4.53	-1.2	0.188	1.8	5.58	82.9		
313	5.92	1.8	0.1	2.55	4.64	87.48		
314	6.07	-1.07	0.044	2.46	8.14	82.27		
315	6.7	-1.79	0.06	2.49	3.89	83.11		
316	10.4	4.3	0.35	3.46	2.3	94.9		
317	11.2	0.8	0	2.41	10.55	79.52		
318	13.8	3.8	0.07	4.9	6.73	77.53		
319	4.4	-0.1	0.23	4.25	3.56	79.33		
320	0.8	-4.7	0	3.94	3.71	72.47		
321	1.3	-5.1	0.19	1.63	5.04	79.85		
322	2.7	-5.8	0.1	3.3	10.3	74.48		
323	3.4	-5.6	0.82	3.08	4.61	89.73		
324	8.8	2.8	0.5	3.15	5.76	83.66		
325	3.6	0	2.74	3.71	2.16	96		
326	0.1	-8.8	0.65	5.06	3.92	88.43		
327	-4.4	-12.6	0.33	2.4	8.24	82.36		
328	-0.6	-11.4	0	3.5	6.48	85.88		
329	2.7	-3.5	0	4.19	8.75	87.13		
330	1.5	0.1	0.678	1.84	4.75	95.51		
331	1	-7.3	0.53	6.02	5.11	84.96		
332	1.4	-11.1	0.12	2.62	5.51	83.59		
333	2.6	-6.4	0.2	6.63	4.57	79.79		
334	-1.1	-10.5	0.09	5.93	4	74.6		
335	-7.5	-10.5	0.51	3.78	7.56	69.15		
336	3.3	-9	2.9	3.42	4.28	98.3		
337	3	-6.5	0.07	8.43	5.33	85.24		
338	-5.9	-11.3	0	5.14	5.51	82.49		
339	-8.3	-14.8	0.41	2.72	3.92	83.08		
340	-6.1	-11.7	0	3.43	3.53	79.3		
341	-1.8	-11.2	0.16	3.23	6.12	86.96		
342	-1.7	-8.2	0	3.22	5.72	82.1		
343	-3	-5.7	0	1.3	0.43	86.75		
344	-1.5	-11.2	0.16	1.35	5.58	88.51		
345	0.8	-8.2	0.82	1.65	2.16	96.36		
346	0.7	-12.4	0.1	3.06	7.06	89.33		
347	0.3	-13	0.08	2.98	2.23	92.89		
348	-0.3	-13.4	0	5.05	3.6	89.83		
349	-7.6	-16.1	0.2	4.91	4.68	87.04		
350	-5.6	-10.2	0.67	6.45	2.16	91.88		
351	-4.5	-12.4	0.21	3.98	3.17	89.04		
352	-0.9	-8.8	0	3.62	5	92.97		
353	0.9	-2.9	0.06	3.61	5	94.59		
354	-0.6	-5	0	1.68	6.98	90.29		
355	0.5	-5.3	0	2.91	5.98	94.79		
356	3.5	0.3	0	3.82	4	93.7		
357	5.9	-7.5	1.58	7.43	4.36	89.44		
358	-3.5	-7.2	0	7.54	5.36	78.87		
359	-3	-4.8	0	2.95	6.48	88.14		
360	-0.9	-9	0.09	1.37	7.31	95.93		
361	0.8	-1.6	0.26	3.6	3.78	95.22		
362	2.5	-1.8	0.35	3.81	3.82	95.55		
363	2.2	-2.8	0	6.28	4.54	84.67		
364	-2.5	-4.3	0.08	1.69	4.93	86.06		
365	-2.5	-9.6	0.19	2.24	5.51	89.65		
