elora2002							
59	-3.6	-12.2	0.026	5.8	10.69	77.58	
60	-1.6	-6.6	0.022	4.63	8.53	78.84	
61	8.1	-8.2	0.656	5.02	9.61	87.29	
62	4.6	-5.2	0.563	7.98	9.14	87.46	
63	-8.4	-12.6	0.121	5.78	11.59	68.4	
64	-3.6	-14.4	0.118	3.56	10.22	80.58	
65	0.6	-6.7	0.225	1.48	6.84	91.02	
66	2.9	-5.2	0.098	3.52	8.75	85.69	
67	9.8	-2.4	0.055	3.96	9.07	93.58	
68	16.2	4.6	0.539	7.96	11.09	91.57	
69	-7.1	-9.2	0.315	10.75	12.89	66.58	
70	0.5	-9	0.019	3.9	10.91	74.28	
71	6.3	-2.7	0.027	2.64	17.17	84.1	
72	12.1	-1.3	0.001	2.9	15.55	91.99	
73	6.5	-1.5	0.007	4.17	12.89	79.48	
74	14.8	-0.4	0.079	4.73	7.27	94.77	
75	3.1	-7.4	0.117	4.1	20.7	76.99	
76	3.2	-4.8	0.073	5.48	9.29	82.69	
77	4.2	-1.9	0.111	4.22	6.37	90.43	
78	6.1	-2.2	0	2.89	16.16	84.08	
79	4.5	-1	0.495	3.3	6.08	92.6	
80	3.1	-7.6	0.672	6.56	5.47	85.8	
81	-5.3	-12.1	0.16	6.74	6.12	71.79	
82	0.7	-9.1	0.019	6.63	11.2	77.07	
83	0.6	-9.1	0.064	2.68	14.72	75.53	
84	-4.4	-12.7	0.091	5.59	9.86	71.92	
85	-1.7	-6	0.78	5.33	4.21	92.39	
86	3.4	-4.8	0.268	3.27	14.51	83.73	
87	6.5	-7.4	0.009	1.93	21.71	75.02	
88	10.6	0.4	0.903	2.75	11.16	93.5	
89	8.7	-1.2	0.245	5.27	14.69	85.8	
90	10	-2.4	0.032	2.03	19.8	72.57	
91	2.9	-0.7	0.04	3.85	9	77.99	
92	3.4	-2.6	0.76	2.83	2.05	92.31	
93	1.5	-2.8	0.02	4.8	7.16	84.64	
94	-0.8	-4.6	0	3.2	8.71	77.6	
95	1.4	-5.7	0.02	2.19	9.07	81.15	
96	1.4	-6	0	2.56	17.93	75.52	
97	5.9	-5.9	0.14	2.84	8.53	75.54	
98	14.8	2.6	1.9	3.35	4.72	98.47	
99	14.4	3.7	0.06	5.5	5.18	95.2	
100	12.2	-2.6	0	1.48	25.13	76.29	
101	18.6	3.9	0	3.66	23.98	81.12	
102	17.6	7.6	2.78	5.3	5.83	91	
103	13.1	7.3	0.1	1.97	5.8	93.49	
104	18.8	6.1	0	1.58	6.44	97.58	
105	20.9	9.3	0.04	3.44	10.33	98.34	
106	28	9.6	0	3.87	23.76	91.48	
107	26.1	13.2	0.82	4.12	19.87	94.63	
108	26.6	10.2	0.48	2.44	20.92	90.03	
109	20.5	12.6	0	4.66	19.91	87.64	
110	10.4	4.3	0	3.61	20.99	77.6	
111	4.8	-1.5	0	4.03	12.64	71.29	
112	2.5	-2.1	0.08	4.25	6.48	78.64	
113	9.5	-3.5	0	2.84	26.1	69.61	
114	13.8	-2.9	0.16	2.51	25.78	66.76	
115	6.6	1.1	0.16	5.39	14.36	77.98	
116	5.4	-1.7	0	2.9	16.42	74.18	
117	9.3	-4.1	1.24	2.73	18.25	63.44	
118	5.7	-0.2	0.84	4.27	3.28	95.53	
119	8.1	-0.6	0.2	3.27	12.6	80.08	
120	10.3	2.9	0	4.46	17.64	81.07	
121	13.2	-1.5	0.008	2.15	22	70.55	
122	8.9	4	0.862	4.87	5.58	87.5	
123	7.8	0.1	0	4.21	17.89	76.89	
124	15.5	-2.3	0	1.6	29.34	57.56	
125	20.4	0.9	0	2.83	21.49	75.89	
126	20.7	10.3	0.122	4.07	12.24	87.86	
127	13.6	10.9	0.034	3.67	11.63	88.95	
128	10.9	2.1	0	5.14	12.56	81.83	
129	20	5.6	1.112	4.78	7.78	94.15	
130	11.9	5.6	0	6.32	25.6	65.39	
131	12.4	-1.7	0.06	1.66	20.52	67.16	
132	8.3	4	1.608	4.15	3.31	94.02	
133	7.2	3.9	0.845	3.63	2.3	93.18	
134	12	3.2	0.422	5.94	22.64	81.65	
135	14.7	1	0.024	3.62	30.2	70.96	
136	17.3	6.8	0.687	5.6	5.22	89.85	
137	8.9	1.8	0	3.26	19.87	75.69	
138	6.3	2.6	0	3.95	15.01	72.04	
139	7.6	-2.8	0.009	2.13	19.12	73.48	
140	6.4	-2.5	0	2.37	11.09	76.57	
141	10.6	-1.2	0	2.45	20.48	73.2	
142	16.4	0.6	0	2.99	28.48	68.2	
143	20.8	2.7	0.011	4.48	26.06	74.97	
144	13.7	11	0	4.13	22.54	81.75	
145	12.6	0.6	0.477	3.97	18.07	79.03	
146	17.7	3.8	0	3.03	26.78	78.12	
147	23.5	5.3	0	1.17	23.26	61.56	
148	24.5	9.2	0	2.18	27.83	66.93	
149	24.3	10.9	0.109	1.52	14.76	91.99	
150	26.1	13.7	0.152	3.18	20.2	89.41	
151	22.7	16.2	0	4.87	20.48	84.92	
152	24.5	11	0.26	3.71	27.47	73.88	
153	15.5	7	0	3.94	27.58	69.67	
154	14.3	5.2	0.02	2.01	9.47	71.36	
155	19.2	6.8	1.08	1.9	5.47	91.45	
156	21.4	10	0.06	3.75	7.06	90.41	
157	17.1	11.2	0	2.97	16.38	82.16	
158	21.3	6.1	0	1.54	31.9	65.32	
159	24.3	7.5	0	2.15	22.39	76.78	
160	26.6	14.8	0	1.46	25.16	76.81	
161	23.8	13.9	0	1.6	21.06	78.89	
162	28.7	14.2	0.62	4.6	18.36	82.35	
163	20	14.9	0.04	2.62	15.12	88.14	
164	21.1	12.8	0	2.58	12.02	78.14	
165	21.1	14.4	0.8	2.12	12.64	85.02	
166	18.2	11	2.96	2.84	14.22	88.03	
167	14.3	10.9	0.06	4.05	7.52	86.54	
168	17.8	10.2	0.06	3.17	24.95	74.64	
169	22.3	7.1	0	0.91	28.15	63.01	
170	24.3	9.1	0	1.85	31.5	62.46	
171	28.4	9.7	0	1.93	26.6	66.81	
172	28.2	16.7	0.52	2.26	14.87	84.12	
173	25.7	16.7	0.24	1.38	12.78	85.52	
174	29.3	14.5	0	3.01	25.13	77.6	
175	22	17.1	0.08	1.57	13.5	85.83	
176	29.8	14.4	0.04	2.38	25.74	70.49	
177	28	20.2	0.92	3.35	16.16	89.88	
178	24.3	15.5	0.66	3.45	13.32	87.69	
179	26.6	12.8	0	1.76	30.56	66.71	
180	28.5	12.2	0	1.51	23	66.61	
181	29.7	15.2	0	2.03	25.09	66.48	
182	32.6	18.7	0.02	2.16	25.27	76.34	
183	31.5	20.2	0	2.68	27.61	74.02	
184	30.9	19	0	2.59	26.14	71.46	
185	27.9	21.1	0	3.41	29.48	62.22	
186	22.6	11.8	0	3.18	30.92	61.17	
187	25.6	12.7	0	2.06	28.33	55.56	
188	27.5	9.6	0	1.62	25.67	52.76	
189	30.1	15.8	1.46	2.6	24.41	56.4	
190	26.5	17.1	0	2.53	14.47	69.66	
191	21.3	11.9	0.02	3.81	31.64	51.83	
192	22.5	10.3	0	2.03	30.78	48.28	
193	25.4	7.3	0	1.23	30.82	43.21	
194	27.2	8.4	0	0.77	30.13	39.15	
195	28.7	11.6	0	1.83	29.23	44.82	
196	28.7	15.6	0	3.01	25.74	55.84	
197	30	12.5	0	1.93	27	57.1	
198	30.8	19	0	3.7	25.52	59.07	
199	27.4	17.7	0	1.64	15.23	75.7	
200	25.9	18	0	1.96	19.69	60.01	
201	28	14.8	0	1.78	24.59	53.67	
202	28.2	12.8	0	2.91	15.12	58.26	
203	32.9	21	2.8	4.36	16.2	77.09	
204	21.7	16.6	0	3.11	24.16	62.18	
205	22.2	12.1	0	2.69	23.94	56.08	
206	22.1	10.9	0	2.24	21.1	59.97	
207	25.6	13.9	0.62	3.06	14.08	70.9	
208	29.5	12.9	0.94	2.27	21.46	70.72	
209	30.4	18.2	0.12	4.83	17.39	84.2	
210	32.2	20.1	1.52	2.89	17.78	78.52	
211	29.3	18.7	0.06	2.96	25.34	64.46	
212	30.4	16.7	0.24	2.08	20.48	65.84	
213	33.3	19.1	0	2.54	25.78	58.71	
214	26.7	21.7	0	3.24	23.22	55.06	
215	27.8	10.2	0.02	1.38	29.05	49.38	
216	28.3	12.6	0	2.22	16.06	59.98	
217	25.7	16	0	3.32	26.93	56.08	
218	20.2	9.4	0	3.91	26.78	55.11	
219	22.1	9.5	0	2.76	28.76	52.95	
220	24.1	9.6	0	1.61	28.69	50.12	
221	26	9.1	0	1.29	28.3	45.32	
222	29	9.5	0	1.94	27.79	41.05	
223	30.1	12.6	0	2.52	22.43	52.7	
224	31.5	15.7	0	2.81	22.68	63.07	
225	31.1	16.7	0.8	3.4	18.5	58.23	
226	29	20.3	1.46	4.37	10.51	63.11	
227	27.8	18.9	0.02	3.4	16.31	75.37	
228	27.4	21.6	0.1	4.14	10.12	76.76	
229	30.5	14.7	0	3.63	16.24	69.33	
230	23.4	18.9	0	3.58	25.02	54.46	
231	17.4	8.7	0.3	1.59	4.18	67.27	
232	24.6	8.8	0	1.62	22.86	57.37	
233	25.7	10.4	0.18	1.79	22.36	48.34	
234	24.2	15.8	0.48	3.91	4.86	77.08	
235	22.5	14	0	3.82	19.01	65.47	
236	23.2	15.1	0.04	2.53	12.1	66.66	
237	25.5	14	0.02	1.81	19.55	61.39	
238	27.2	9.5	0	1.15	22.5	53.49	
239	23.2	14.1	0	3.73	24.08	56.53	
240	24.3	10	0	3.45	23.4	58.57	
241	25.4	11.9	0.02	1.55	18.22	64.15	
242	27.2	9.8	0	1.26	19.84	52.31	
243	27.5	13.4	0	2.31	21.24	55.65	
244	25.6	12.9	0.02	2.37	21.06	59.47	
245	27.4	12.1	0	3.01	19.26	65	
246	27.4	18.4	0.02	4.14	17.39	59.32	
247	24.6	9.2	0.06	3.52	19.19	59	
248	23.9	9.7	0	1.76	21.92	53.89	
249	27.4	9.8	0	1.33	21.1	49.59	
250	30.5	11	0	1.75	20.12	40.77	
251	33	14.2	0	1.42	20.99	40.75	
252	33.2	15	0	1.4	20.27	40.4	
253	31.3	14.9	0.04	3.44	18.68	52.91	
254	19.6	12.3	0.02	5.37	17.14	53.77	
255	23.6	4.5	0	2.51	20.45	49.39	
256	26	10.6	0	3.37	17.89	50.25	
257	28.2	12.1	2.46	3.39	16.49	68.18	
258	19.8	15.9	0.14	2.09	5.83	85.76	
259	22.5	13.4	0	1.5	21.2	67.21	
260	25.4	7.6	0	1.65	20.34	52.3	
261	25.2	9.9	0.02	2.06	17.39	65.18	
262	27.9	14.3	0.88	3.47	15.55	77.96	
263	27.3	17.9	1.7	4.17	9.36	83.18	
264	23.5	17.2	0.02	3.76	14.69	74.84	
265	22.5	10.5	0.08	2.96	7.7	74.37	
266	17.6	4.8	0	2.23	16.56	58.83	
267	17.1	4.8	0.02	2.88	16.67	60.54	
268	18	4.1	0.04	1.96	16.56	70.77	
269	21.5	4.7	0.12	2.02	15.01	71.79	
270	16.3	11.8	1.26	2.71	4.25	94.15	
271	19.1	7	0.02	2.15	18.32	68.79	
272	21.3	5.3	0.02	2.14	8.46	75.05	
273	25.6	11.6	0.02	3.75	15.98	69.46	
274	27.8	16.9	0.22	4.79	15.16	73.93	
275	23.8	17.5	0.28	3.53	8.46	81.63	
276	16.3	10.3	0	3.09	9.94	81.82	
277	27	11.3	0.7	4.57	7.34	88.03	
278	15.4	10	0.04	4.45	10.33	65.28	
279	17.2	3.7	0.08	3.52	13.21	68.36	
280	10.5	6.8	0.1	5.08	9.65	65.57	
281	11.1	-0.5	0	2.01	9.86	65.09	
282	17.5	5.4	0.04	1.92	13.57	68.32	
283	19.1	3.2	0.02	1.49	14.22	74.36	
284	15.2	5.7	0.02	3.28	6.62	85.84	
285	15.5	11.1	0.32	2.48	5.29	87.77	
286	11	8	0	4.81	9.83	71.97	
287	10	-2.1	0.02	2.06	15.19	57.36	
288	14.1	0.3	0	2.04	12.92	70.42	
289	10.1	5	0	3.64	4	87.77	
290	5.6	-2.3	0.04	2.29	8.96	78.74	
291	11	-1.6	1.2	2.94	6.12	86.62	
292	10.9	3.6	0.16	5.78	7.27	78.77	
293	8	-1.1	0.02	3.14	9.11	75.84	
294	8.4	-1.8	0.3	1.42	12.17	71.65	
295	5.1	2.4	0.58	1.9	3.92	84.42	
296	4.5	-2.6	0	2.9	10.26	77.89	
297	4.3	-1.5	0	1.58	9.54	71.38	
298	6	-3.7	0.84	3.51	7.52	82.98	
299	7.5	1	0.02	2.47	5.83	86.05	
300	6.4	3.2	0.02	3.8	6.19	77.06	
301	5.4	-0.7	0	1.86	7.85	76.52	
302	2.2	-2.7	0	4.14	5.44	79.94	
303	5.7	-2.3	0	3.64	9.58	70.03	
304	3.6	-5.4	0.44	2.28	6.23	86.42	
305	1	-1.9	0.04	4.44	6.88	79.53	
306	2.2	-2.7	0.06	4.4	6.73	77.55	
307	2.2	-1.5	0	1.53	4.97	80.18	
308	6.3	-0.8	0	3.43	5	83.34	
309	2.9	-4.6	0.16	2.9	6.01	90.56	
310	5.5	-1.3	0.32	3.8	6.73	86.3	
311	6.3	-8	0	3.6	10.33	71.9	
312	14.7	-0.2	0	6.5	10.51	77.76	
313	13.8	6.1	0.06	4.61	6.19	87.15	
314	17.5	10.7	2.78	5.61	2.7	95.18	
315	7.7	4.7	0.06	3.3	5.87	84.42	
316	4.4	1.7	0	1.58	5.54	83.41	
317	6.6	2	0.02	2.8	5.87	87.69	
318	11	-1.7	0.32	4.33	8.24	89.37	
319	0.9	-2.2	0.02	3.57	4.36	79.7	
320	-3.2	-7.8	0	6.34	3.1	76.29	
321	0.6	-4.7	0.14	3.81	2.81	90.29	
322	1.3	-2.4	0.02	4.08	4.97	84.88	
323	6.2	-5.2	0.08	3.71	2.63	94.46	
324	10.1	-0.7	0.02	3.36	9.07	88.06	
325	7	1.8	0.02	2.5	6.16	92.29	
326	1.3	-0.7	0	6.37	5.15	86.37	
327	1.6	-3.2	0	5.18	5.72	81.57	
328	2.3	-0.4	0	3.04	5.54	83.78	
329	0.9	-2.3	0.06	2.19	5.29	85.78	
330	-1.1	-8.1	0.02	2.4	6.84	82.92	
331	-2.9	-9.9	0	2.84	8.57	72.92	
332	-0.5	-8.2	0.02	4.8	5.36	79.59	
333	3	-4.1	0	7.46	2.38	88.99	
334	0.9	-2.3	0.08	5.75	5.18	86.88	
335	-4.6	-12.2	0.139	5.74	5.15	75.9	
336	-8.6	-10.4	0.197	4.32	5.15	79.57	
337	-7.2	-21.1	0.081	2.63	5.58	76.63	
338	-4.6	-15.2	0.02	2.61	7.31	77.91	
339	-1.7	-13.7	0.011	1.46	4.93	76.81	
340	-4	-11.1	0.034	4.92	5.47	78.91	
341	-0.4	-8.4	0.008	6.78	5.76	88.97	
342	-2.2	-9.4	0.025	5.13	6.62	79.94	
343	-5.6	-15.1	0.005	3.51	6.7	77.54	
344	0.7	-9.6	0.001	3.23	8.24	83.94	
345	2	-10.2	0.188	1.43	5.11	88.14	
346	5	-0.5	0.077	1.95	7.63	93.8	
347	1.4	-4	0.107	2.17	3.02	96.84	
348	2.9	-0.3	0.221	4.29	5.11	92.66	
349	1.2	-1.4	0.155	3.89	3.56	94.15	
350	-6.9	-11	0.154	4.46	7.92	80.88	
351	-4.4	-18.4	0.015	3.6	7.96	84.68	
352	2.5	-7.2	0.009	3.84	5.18	91.5	
353	6.9	-2	0.714	3.68	3.13	99.98	
354	1	-0.3	0.274	6.7	5.15	88.84	
355	-1.1	-2.9	0.085	8.26	6.59	79.34	
356	-1.1	-2.5	0.083	6.89	6.08	81.35	
357	-1.5	-3.3	0.068	7.21	4.43	76.66	
358	-0.8	-4.7	0.01	2.45	7.38	79.84	
359	-1.8	-4.9	0.522	5.73	3.78	88.92	
360	-1.6	-5.8	0.029	4.29	6.77	86.99	
361	-3.8	-6.5	0.004	4.2	7.06	88.78	
362	0.1	-7.5	0.016	4.69	4.03	94.55	
363	1	-5	0.007	2.24	6.95	86.74	
364	7.4	-5.7	0.258	4.42	3.71	95.93	
365	5.9	-0.1	0.212	4.46	5.69	96.65	
