elora2011									
98	9.9	-0.4	0	3	11.49	78.24			
99	15.8	-1.9	0	1.99	22.53	86.07			
100	21.5	4.1	0.25	4.23	12.38	98.81			
101	19.7	3.9	0	7.42	13.96	84.08			
102	14	0.9	0	4.34	24	64.79			
103	15.1	2.6	0	2.46	21.62	77.15			
104	11.5	0	0	3.42	22.92	73.42			
105	6.5	-3	0	7.3	23.45	64.7			
106	7.6	1.7	1.41	5.89	4.6	92.04			
107	3.1	-1.1	0.18	8.01	11.6	71.16			
108	2.8	-1.9	0	1.79	9.32	79.67			
109	4.5	-2.9	0.35	5.62	9.28	78.5			
110	5.4	0.4	1.4	5.58	6.66	92.55			
111	4.6	-2.7	0	4.02	13.51	74.23			
112	8.3	-1.8	0.22	4.05	19.74	76.25			
113	18.8	2.9	1.21	5.7	24.01	78.48			
114	13.2	1.3	0	1.2	18.08	78.48			
115	11.9	1.5	0.53	2.85	7	87.44			
116	14.7	6.7	0.47	4.07	9.9	97.67			
117	20	7.1	1.69	4.15	12.41	93.98			
118	14.6	3.6	0.35	7.54	9.46	83.27			
119	7.2	-0.4	0.06	3.49	12.11	83.39			
120	15.1	-0.8	0	2.71	26.75	76.14			
121	13.9	6.8	0.21	4.43	9.85	92.93			
122	13	5.1	0	2.45	16.62	81.64			
123	6.2	3.2	0.44	3.12	6.34	86.67			
124	12.2	1.2	0	3.89	25.15	69.26			
125	15.7	2.1	0	3.41	26.36	63.56			
126	12.7	4	1	3.1	12.57	83.95			
127	15.6	3.9	0	1.69	18.79	76			
128	16	3.5	0	2.56	27.31	69.32			
129	18.1	3	0	2.13	27.24	65.47			
130	15.9	6.6	0	3.72	14.89	77.25			
131	19.9	8.4	0	3.37	24.27	77.91			
132	18.1	9.3	0	2.26	13.01	88.13			
133	25	9.9	1.11	1.03	22.82	92.77			
134	16.7	10.6	1.77	1.95	7.82	91.75			
135	10.6	6.3	0.9	6.71	9.1	86.75			
136	7.9	5	0.61	4.45	9.19	85.98			
137	13.2	5.9	0.16	5.03	13.23	93.35			
138	16.2	10.9	2.13	4.32	12.43	92.15			
139	16.9	10.2	0.18	1.34	15.74	82.21			
140	22.4	10.4	0	1.73	24.24	82.54			
141	24.3	9.7	0	1.27	24.68	79.1			
142	23.8	15.1	0.46	2.19	17.66	86.03			
143	19.7	16.1	0.564	5.27	13.46	89.02			
144	15.6	6.7	0	3.6	23.33	82.32			
145	15.2	4.5	0.89	2.73	13.18	84.85			
146	19.6	10.5	0.97	2.85	12.46	88.5			
147	13.3	9.4	0	3.46	10.3	91.07			
148	18.2	10.3	0	2.76	14.85	85.13			
149	22	14	0.5	1.97	18.11	88.87			
150	27.3	15.5	0	1.58	24.67	84.85			
151	29.6	14.5	0	2.84	27.17	85.87			
152	23.4	8.6	0	5.81	29.43	68.66			
153	16.5	4.1	0.06	3.96	30.26	64.47			
154	22.1	3.2	0	1.27	29.2	59.55			
155	21.4	11.2	2.06	1.62	16.67	85.27			
156	23.6	11.1	0	2.31	29.18	76.23			
157	26.2	10.2	0	1.37	28.97	67.52			
158	26.2	13.9	1.84	2.58	20.05	86.01			
159	30	15.6	0	3.91	27.03	89.64			
160	25.1	10.5	0	3.57	19.26	89.32			
161	18.1	8.8	0	3.06	19.2	77.59			
162	19.2	11.6	0.67	2.19	12.28	86.63			
163	14.6	8.3	0	3.89	15.02	77.67			
164	16.4	6.4	0	3.66	12.74	76.3			
165	21	7.9	0	2.93	27.93	74.01			
166	24.4	8.2	0	1.61	28.15	64.79			
167	23.5	13.5	0	2.03	19.42	81.42			
168	24	12.1	0	1.47	19.8	79.03			
169	27	11	0	1.55	28.48	66.24			
170	22	10.9	0	3.22	28.01	66.8			
171	23.6	11.3	0	1.99	24.37	67.74			
172	25.4	12.2	0.16	2.13	16.67	75.51			
173	23.9	15.9	2.39	2.85	12.29	87.23			
174	21.1	16.3	0.43	3.66	12.98	83.02			
175	19	14.4	0.08	3.54	12.83	82.44			
176	18.4	13.4	0	3.41	15.44	79.93			
177	20.3	12	0	1.71	17.38	74.12			
178	23	10.3	0	1.89	21.87	71.79			
179	23.8	12.4	1.01	4.35	23.21	73.61			
180	19.3	9.1	0	4.01	21.47	70.03			
181	23.8	5.9	0	1.76	29.05	54.48			
182	26	7.8	0	1.4	29.16	53.07			
183	28.3	15.5	1.65	2.75	19.01	77.48			
184	26.3	11.9	0	3.05	28.11	60.22			
185	25.4	10.8	0	2.31	29.28	50.67			
186	28.3	9.9	0.06	2.33	24.23	53.38			
187	27.1	15.2	0	3.33	25.08	64.2			
188	24.6	14	0	1.1	20.68	61.6			
189	27.4	12.4	0	0.71	28.23	57.23			
190	27.1	13.5	0	1.22	24.95	57.43			
191	28.9	16.5	0	2.47	16.85	56.65			
192	29.9	17.2	0	3.64	13.01	62.9			
193	28.6	15.3	0	3.72	26.8	58.39			
194	23.2	12.6	0	3.91	26.65	54.75			
195	25.5	11.9	0	1.63	26.34	54.42			
196	26.2	11.9	0	2.18	28.4	48.49			
197	30.4	13.2	0	1.7	26.56	57.45			
198	32.3	16.4	0	2.77	26.97	56.72			
199	30.3	19.1	0	2.93	25.45	67.45			
200	30.5	17.2	0	1.08	24.58	59.49			
201	33.6	16.4	0	2.63	25.21	58.44			
202	34.2	19.7	0	4.61	21.66	65.7			
203	28.9	15.5	0	1.89	14.07	54.19			
204	30.7	17.2	0	2.39	18.46	65.48			
205	28	19.3	0	1.97	17.91	68.85			
206	26.1	14.8	0.33	3.24	25.6	61.43			
207	23.9	13.8	0	4.06	24.26	55.38			
208	26.1	11.4	0	1.77	20.15	52.93			
209	26.7	17.9	0.3	2.1	11.27	74.84			
210	28.4	16	0.85	3	20.68	70.5			
211	28.8	14.3	0	2.18	26.92	48.87			
212	30.4	16.7	0	3.02	25.54	56.4			
213	28.7	14.6	0.07	2.86	25.22	51.75			
214	29.4	14	0	1.82	20.07	50.09			
215	23.7	16.9	0.72	2.59	7.43	80.64			
216	26.3	14.6	0	2.5	25	65.27			
217	25.5	13.7	0	1.89	17.92	59.74			
218	28.6	17.2	0.53	0.94	18.38	64.69			
219	27.4	17.5	3.62	1.87	20.15	67.59			
220	26.7	16.7	0.13	1.44	20.71	63.81			
221	24.1	16.4	3.05	2.39	17.47	80.03			
222	20.5	10.8	0.19	4.58	20.01	64.51			
223	22.6	9.9	0.07	3.38	25.09	54.4			
224	25.7	10.7	0.13	2.29	23.94	57.69			
225	26.1	12.7	0	1.23	18.76	55			
226	23.7	15.3	3.06	1.85	12.99	78.27			
227	24.9	14	0	2.85	21.73	67.91			
228	27.2	13.5	0.06	1.85	24.88	49.55			
229	25.9	11.8	0.45	2.53	21.04	50.95			
230	26.6	12.5	0	2.64	21.46	62.84			
231	27.4	11.2	0	0.5	24.11	51.84			
232	26.2	13.6	0.82	2.56	14.59	57.28			
233	21.3	11.9	0.74	2.8	13.46	71.12			
234	20.1	10.8	0	3.39	21.87	55.2			
235	24.5	8.4	0.08	2.82	22.28	54.95			
236	25.3	16	1.05	5.94	16.06	73.61			
237	22.9	15.5	0.36	3.48	14.72	71.24			
238	24.1	12.9	0	1.26	19.08	66.94			
239	25.9	11.3	0	1.49	21.72	60.9			
240	20.3	10.6	0	4.49	15.88	58.7			
241	22.9	8.8	0.32	1.53	18.3	57.69			
242	24.7	9.3	0	2.35	22.37	54.71			
243	24	13.2	0.77	1.69	14.43	57.55			
244	25.1	15.4	0.13	1.71	13.25	76.27			
245	29.5	16.7	0	2.42	19.73	75.29			
246	28.8	19.4	0.26	1.93	17.72	72.77			
247	23.1	14.4	0.41	3.33	11.74	81.98			
248	14.5	9.7	0	3.79	9.25	75.22			
249	16	9.2	0	3.72	12.35	66.67			
250	17	11	0	5.04	6.46	80.61			
251	20.8	13.7	0	4.14	11.52	83.24			
252	25.2	12.4	0	2.21	19.95	67.64			
253	23.7	10.5	0	2.2	20.17	59.85			
254	24.1	9.6	0	1.89	17.65	66.17			
255	26	11.9	1.2	3.25	19.16	68.97			
256	22.2	7.1	0	4.91	8.77	72.27			
257	19	3.9	0.31	2.36	17.68	63.8			
258	11.3	3.4	0	3.78	16.7	62.16			
259	13.6	2.6	0	1.23	17.91	54.2			
260	15.8	4.6	0	2.59	17.29	54.16			
261	18.1	5.7	0	2.83	19.16	64.7			
262	15.6	9.4	1.59	3.81	5.54	87.31			
263	19.4	9.3	0	1.74	19.26	67.39			
264	18.9	9.2	0.21	3.24	7.26	86.44			
265	19.4	9	0	2.25	16.38	65.22			
266	14.4	12	0.79	2.47	3.7	88.85			
267	19.4	10	0	1.95	17.46	71.92			
268	23.5	10.7	0	2.85	16.41	77.03			
269	23.2	14.7	0.1	2.81	9.83	84.87			
270	21.3	10.4	1.07	2.07	13.92	72.81			
271	19.4	9.3	0.39	1.6	10.13	75.81			
272	17.2	9.6	0.32	2.92	11.84	79.68			
273	14.8	5.9	0.83	4.26	8.7	84.99			
274	9.6	3.1	0	5.6	16.97	61.45			
275	8.7	1.9	0.61	4.03	3.81	82.54			
276	12.4	8.5	0.33	2.54	5.05	90.25			
277	18.6	6.8	0	2.37	16.31	72.57			
278	19.3	3.7	0	2.04	15.84	69.83			
279	19.5	3	0	1.33	15.88	58.82			
280	23.1	5.2	0	1.1	15.68	63.28			
281	24.7	6.7	0	2.21	15.55	67.81			
282	25.5	8.3	0	1.56	15.3	69.63			
283	24.8	7.8	0	0.75	13.3	61.91			
284	22.9	8.1	0	1.84	12.87	71.21			
285	17	11.9	0.96	2.96	4.77	89.82			
286	17.7	12.1	1.38	2.46	7.73	87.37			
287	15.7	7.3	1.87	5.47	5.94	87.36			
288	8.7	6.3	0.46	7.45	4.71	74.84			
289	9.7	3.4	0.27	5.77	4.78	74.7			
290	10.4	4.5	0.065	6.01	9.37	64.13			
291	11.8	4.6	0	2.32	7.57	74.15			
292	9.4	7	2.8	6.89	3.45	87.93			
293	9.9	6.5	1.93	5.13	4.54	86.36			
294	8.1	4.3	0.08	4.15	7.33	83.73			
295	7.2	0.2	0	1.77	5.07	76.99			
296	14.3	-0.5	0	2.36	12.38	76.71			
297	12.5	3.8	0.33	4.41	10.17	78.98			
298	10.2	0.2	1.72	2.72	4.69	84.13			
299	6	2.6	0.15	2.55	3.18	95.03			
300	3.5	-3	0	2.79	6.13	83.56			
301	7.8	-3.1	0	1.31	9.33	78.13			
302	7.5	-2.2	0	1.61	8	76.55			
303	8.8	-4.2	0	2.11	10.47	77.45			
304	10.2	2.4	0.012	2.37	8.18	81.37			
305	11.5	1.9	0	2.25	10.67	84.14			
306	16.8	2	0	3.61	10.42	78.5			
307	8.4	0.8	0	3.16	4.22	85.79			
308	7.8	-3.2	0	2.86	11.41	73.39			
309	8.3	-3.6	0	2.24	11.42	70.35			
310	14.3	-2.5	0	3.68	10.89	78			
311	14.5	6.5	0	3.71	6.37	81.91			
312	12.8	8.3	0	1.41	5.02	90.16			
313	14.1	4.8	0.4	4.54	3.47	86.26			
314	6.4	-1.6	0	4.89	6.87	73.94			
315	3.5	-0.9	0.09	4.23	6.1	81.26			
316	10.7	-0.3	0	4.39	9.8	80.61			
317	15.4	7.6	0.25	6.54	4.7	77.05			
318	12.5	2.9	0.66	3.97	4.88	89.47			
319	11.8	2	0.06	2.95	8.81	90.16			
320	10	-0.6	0	3.79	6.48	83.42			
321	1.1	-3.1	0	4.62	5.5	69.21			
322	5.2	-4.6	0	5.38	8.17	65.7			
323	11	1.3	0	5.59	7.73	73.38			
324	11.9	-0.8	0.06	5.34	4.92	82.6			
325	3.3	-4.1	0	2.1	8.82	75.13			
326	0.4	-4.3	0.06	5.5	1.99	85.89			
327	6.5	-1	0.88	4.31	8.74	86.02			
328	5	-1	0	4.88	3.47	95.43			
329	13.6	2.6	0	5.65	8.33	84.55			
330	12	4	0	3.96	5.22	87.88			
331	11.3	2.4	1.55	4.53	2.13	93.31			
332	5.8	0.7	0.41	2.79	5.24	85.2			
333	3.8	1.3	4.48	4.06	0.88	93.76			
334	1.3	-2.5	0.15	4.26	5.96	83.45			
335	4.8	-2.8	0	2.53	8.15	87.12			
336	2.2	-4.3	0.06	2.37	8.28	86.98			
337	5	-5.1	0.06	2.95	7.87	89.89			
338	8.1	3.6	1.82	5.36	3.06	88.6			
339	8	-0.1	0.83	2.74	1.85	95.3			
340	0.4	-2	0.36	2.76	5.02	87.89			
341	-0.7	-3.4	0	2.28	4.34	82.24			
342	0.3	-2.5	0.06	5.16	7.96	80.19			
343	-0.7	-8.5	0.13	3.69	4.9	88.15			
344	-5.4	-11.7	0.07	4.05	7.29	70.23			
345	0.4	-9.1	0.07	4.14	7.69	76.08			
346	2.1	-6.9	0	2.37	7.81	82.39			
347	5.4	-4.4	0	1.64	7	87.77			
348	9.1	-0.9	1.17	2.61	2.79	96.7			
349	12	0	1.08	7.41	3.47	94.06			
350	1.5	-3.4	0.07	5.05	5.58	82.19			
351	-3.4	-8.8	0.09	2.4	7.35	74.55			
352	1.1	-7.5	0.16	3.15	4.76	80.73			
353	3.7	-1	0	5.42	4.3	93.28			
354	-1	-6.4	0	2.29	7.58	83.01			
355	3.4	-1.6	0.46	2.74	2.95	100			
356	3.3	-0.3	0.08	2.3	5.75	94.32			
357	0	-9.1	0	3.4	7.78	79.63			
358	-1.7	-9.9	0.06	1.98	7.65	76.94			
359	1.9	-1.7	0.06	5.3	6.64	90.6			
360	1.8	-0.4	0	3.87	6.55	85.22			
361	1.2	-2.9	0.84	2.83	2.4	96.33			
362	-2.9	-13.5	0	5.99	4.72	79.21			
363	-1.9	-11.9	0.32	2.47	4.11	91.44			
364	0.2	-3.4	0.5	2.29	2.97	100			
365	1.8	0	0.2	1.97	4.4	100			
